decision,sku_id,sku_name,category_name,subcategory_name,inventory_capital,inventory_units,unit_cost,unit_price,unit_margin,units_12m,revenue_12m,inventory_return_12m,inventory_roic,days_inventory,top_capital_flag
HOLD,447,Lock Nut 12,,,,1589.0,,,,,,,,,False
HOLD,448,Lock Nut 13,,,,1575.0,,,,,,,,,False
HOLD,449,Lock Nut 1,,,,1560.0,,,,,,,,,False
HOLD,450,Lock Nut 10,,,,1546.0,,,,,,,,,False
HOLD,451,Lock Nut 11,,,,1556.0,,,,,,,,,False
HOLD,452,Lock Nut 2,,,,1565.0,,,,,,,,,False
HOLD,453,Lock Nut 20,,,,1575.0,,,,,,,,,False
HOLD,454,Lock Nut 21,,,,1584.0,,,,,,,,,False
HOLD,455,Lock Nut 3,,,,1594.0,,,,,,,,,False
HOLD,456,Lock Nut 14,,,,1604.0,,,,,,,,,False
HOLD,457,Lock Nut 15,,,,1613.0,,,,,,,,,False
HOLD,458,Lock Nut 4,,,,1623.0,,,,,,,,,False
HOLD,459,Lock Nut 19,,,,1632.0,,,,,,,,,False
HOLD,460,Lock Nut 18,,,,1642.0,,,,,,,,,False
HOLD,461,Lock Ring,,,,1652.0,,,,,,,,,False
HOLD,462,Lower Head Race,,,,701.0,,,,,,,,,False
HOLD,463,Lock Washer 4,,,,1685.0,,,,,,,,,False
HOLD,464,Lock Washer 5,,,,1690.0,,,,,,,,,False
HOLD,465,Lock Washer 10,,,,1695.0,,,,,,,,,False
HOLD,466,Lock Washer 6,,,,1700.0,,,,,,,,,False
HOLD,467,Lock Washer 13,,,,1704.0,,,,,,,,,False
HOLD,468,Lock Washer 8,,,,1709.0,,,,,,,,,False
HOLD,469,Lock Washer 1,,,,1714.0,,,,,,,,,False
HOLD,470,Lock Washer 7,,,,1719.0,,,,,,,,,False
HOLD,471,Lock Washer 12,,,,1724.0,,,,,,,,,False
HOLD,472,Lock Washer 2,,,,1728.0,,,,,,,,,False
HOLD,473,Lock Washer 9,,,,1733.0,,,,,,,,,False
HOLD,474,Lock Washer 3,,,,1738.0,,,,,,,,,False
HOLD,475,Lock Washer 11,,,,1743.0,,,,,,,,,False
HOLD,476,Metal Angle,,,,1083.0,,,,,,,,,False
HOLD,477,Metal Bar 1,,,,1079.0,,,,,,,,,False
HOLD,478,Metal Bar 2,,,,1687.0,,,,,,,,,False
HOLD,479,Metal Plate 2,,,,1029.0,,,,,,,,,False
HOLD,480,Metal Plate 1,,,,1661.0,,,,,,,,,False
HOLD,481,Metal Plate 3,,,,997.0,,,,,,,,,False
HOLD,482,Metal Sheet 2,,,,924.0,,,,,,,,,False
HOLD,483,Metal Sheet 3,,,,1681.0,,,,,,,,,False
HOLD,484,Metal Sheet 7,,,,997.0,,,,,,,,,False
HOLD,485,Metal Sheet 4,,,,924.0,,,,,,,,,False
HOLD,486,Metal Sheet 5,,,,1661.0,,,,,,,,,False
HOLD,487,Metal Sheet 6,,,,992.0,,,,,,,,,False
HOLD,488,Metal Sheet 1,,,,935.0,,,,,,,,,False
HOLD,489,Metal Tread Plate,,,,1837.0,,,,,,,,,False
HOLD,490,LL Nipple,,,,1780.0,,,,,,,,,False
HOLD,491,HL Nipple,,,,922.0,,,,,,,,,False
HOLD,492,Paint - Black,,,,47.0,,,,,,,,,False
HOLD,493,Paint - Red,,,,93.0,,,,,,,,,False
HOLD,494,Paint - Silver,,,,65.0,,,,,,,,,False
HOLD,495,Paint - Blue,,,,109.0,,,,,,,,,False
HOLD,496,Paint - Yellow,,,,99.0,,,,,,,,,False
HOLD,497,Pinch Bolt,,,,973.0,,,,,,,,,False
HOLD,504,Cup-Shaped Race,,,,1084.0,,,,,,,,,False
HOLD,505,Cone-Shaped Race,,,,970.0,,,,,,,,,False
HOLD,506,Reflector,,,,827.0,,,,,,,,,False
HOLD,507,LL Mountain Rim,,,,1215.0,,,,,,,,,False
HOLD,508,ML Mountain Rim,,,,1231.0,,,,,,,,,False
HOLD,509,HL Mountain Rim,,,,1247.0,,,,,,,,,False
HOLD,510,LL Road Rim,,,,722.0,,,,,,,,,False
HOLD,511,ML Road Rim,,,,740.0,,,,,,,,,False
HOLD,512,HL Road Rim,,,,615.0,,,,,,,,,False
HOLD,513,Touring Rim,,,,1364.0,,,,,,,,,False
HOLD,514,LL Mountain Seat Assembly,,,,797.0,,,,,,,,,False
HOLD,515,ML Mountain Seat Assembly,,,,802.0,,,,,,,,,False
HOLD,516,HL Mountain Seat Assembly,,,,807.0,,,,,,,,,False
HOLD,517,LL Road Seat Assembly,,,,812.0,,,,,,,,,False
HOLD,518,ML Road Seat Assembly,,,,816.0,,,,,,,,,False
HOLD,519,HL Road Seat Assembly,,,,821.0,,,,,,,,,False
HOLD,520,LL Touring Seat Assembly,,,,826.0,,,,,,,,,False
HOLD,521,ML Touring Seat Assembly,,,,831.0,,,,,,,,,False
HOLD,522,HL Touring Seat Assembly,,,,836.0,,,,,,,,,False
HOLD,523,LL Spindle/Axle,,,,512.0,,,,,,,,,False
HOLD,524,HL Spindle/Axle,,,,459.0,,,,,,,,,False
HOLD,525,LL Shell,,,,1263.0,,,,,,,,,False
HOLD,526,HL Shell,,,,1211.0,,,,,,,,,False
HOLD,527,Spokes,,,,1590.0,,,,,,,,,False
HOLD,528,Seat Lug,,,,1653.0,,,,,,,,,False
HOLD,529,Stem,,,,796.0,,,,,,,,,False
HOLD,530,Seat Post,,,,780.0,,,,,,,,,False
HOLD,531,Steerer,,,,801.0,,,,,,,,,False
HOLD,532,Seat Stays,,,,1257.0,,,,,,,,,False
HOLD,533,Seat Tube,,,,831.0,,,,,,,,,False
HOLD,534,Top Tube,,,,657.0,,,,,,,,,False
HOLD,535,Tension Pulley,,,,836.0,,,,,,,,,False
HOLD,679,Rear Derailleur Cage,,,,421.0,,,,,,,,,False
HOLD,680,"HL Road Frame - Black, 58",Components,Road Frames,,0.0,,,,,,,,,False
HOLD,706,"HL Road Frame - Red, 58",Components,Road Frames,,0.0,,,,,,,,,False
